Index,Dish_Name,Restaurant_Name,Similar_Dishes,Similar_Indexes,Similar_Scores
1457,desert pepper salsa,['Houston Village Farm Deli Cafe & Grocery'],"['steamed special beef', 'caldo de pollo', 'standing rib roast', 'sliced carne asada', 'grilled vegetable', 'grilled vegetable']","['/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/']","[5, 2, 2, 2, 1, 1]"
1458,desperate husband,['East Side Gourmet Deli'],"['feta cheese', 'feta cheese', 'feta cheese', 'carnitas plate', 'el coto', 'chicken curry', 'first aid needs']","['/ny/new-york/308682-falafel-on-broadway/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360673-taqueria-diana/menu/', '/ny/new-york/356373-124-old-rabbit-club/menu/', '/ny/new-york/352334-rumours/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[8, 8, 8, 7, 7, 7, 6]"
1459,dessert,['Hop Lee Restaurant'],"['poached pear salad', 'wine poached pear', 'pear', 'vanilla bean', 'provolone cheese', 'provolone cheese']","['/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/378990-1200-miles/menu/', '/ny/new-york/477580-upland/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[5, 3, 2, 1, 1, 1]"
1460,dessert bars,['The East Wing fka The Havana Room'],"['dessert bars', 'skinny cow bars', 'pb and j smoothie', 'strawberry mousse', 'strawberry', 'strawberry']","['/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/2796-dessert-delivery/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[10, 5, 4, 2, 2, 2]"
1461,detox juice,"['Bagel Boss', ""America's Finest Deli""]","['green juice', 'all greens juice', 'organic juice', 'juice', 'juice', 'juice', 'lemon water']","['/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/361013-salud-soho/menu/', '/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/373668-at-nine/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[9, 7, 7, 7, 7, 7, 6]"
1462,deviled eggs,['Cafe Clover'],"['tortilla soup', 'tortilla soup', 'ham', 'hard boiled eggs', 'poached egg', 'cobb salad', 'cobb salad', 'cobb salad', 'cobb salad']","['/ny/new-york/337547-pinche-taqueria/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/356687-ciccio/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/378993-cafe-standard/menu/']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
1463,diamond crystal salt,['Houston Village Farm Deli Cafe & Grocery'],"['nutter butter', 'canned soda', 'canned soda', 'canned soda', 'homemade pancake', 'pancake or french toast', 'blue diamond milk']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[9, 9, 9, 9, 7, 7, 5]"
1464,diced chicken and peanut on rice,['Dining Room Management Group'],"['crispy spring rolls', 'beef with chinese mushroom', 'steamed turnip cake', 'chicken teriyaki', 'anchovies with garlic  chili']","['/ny/new-york/373668-at-nine/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/353102-maiden-lane/menu/']","[4, 3, 3, 2, 2]"
1465,diced chicken with cashew nuts,['Hop Lee Restaurant'],"['thai pineapple fried rice', 'salted fish  chicken fried rice', 'salted fish and diced chicken fried rice', 'coconut chicken soup', 'coconut chicken soup', 'boneless sweet chili chicken']","['/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/']","[5, 4, 4, 4, 4, 2]"
1466,diced tomatoes,"[""Andy's Deli""]","['diced tomatoes', 'turkey', 'turkey', 'turkey', 'turkey delight', 'tomato soup', 'tomato soup', 'tomato soup', 'fresh tomato juice']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/355873-ambizza-cafe-truck/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/308682-falafel-on-broadway/menu/']","[10, 9, 9, 9, 5, 5, 5, 5, 4]"
1467,diet coke,"['Chopt Creative Salad Co.', 'Ippin', 'SakaMai', 'Lucky Strike Lanes', '#Mazeish', 'Atwood', 'Cafe Clover']","['coke', 'coke', 'coke', 'lemon coke', 'pepsi', 'how do you do', 'oz diet pepsi']","['/ny/new-york/334552-ippin/menu/', '/ny/new-york/352130-lucky-strike-lanes/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/361539-xpl-halal-food-truck/menu/', '/ny/new-york/4829-east-side-gourmet-deli/menu/', '/ny/new-york/302273-imperial-pizzeria/menu/']","[7, 7, 7, 7, 2, 2, 1]"
1468,dietary supplements,['Houston Village Farm Deli Cafe & Grocery'],"['ketchup', 'sesame tehina', 'huevos rancheros', 'huevos rancheros', 'large cookies', 'side of small house salsa']","['/ny/new-york/362949-gogo-grill/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/337547-pinche-taqueria/menu/', '/ny/new-york/2796-dessert-delivery/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/']","[9, 5, 5, 5, 5, 5]"
1469,digestives,['Houston Village Farm Deli Cafe & Grocery'],"['raisin scone', 'roll combination', 'cinnamon buns', 'crisp  light wheat', 'oatmeal', 'oatmeal', 'oatmeal', 'oatmeal', 'oatmeal', 'oatmeal', 'oatmeal']","['/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/334552-ippin/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/358848-nordic-delicacies-inc/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
1470,dijon vinaigrette,['Gogo Grill'],"['fall spinach salad', 'chicken melt', 'lemon herb dressing', 'havarti cheese', 'kids chicken tenders']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/']","[8, 7, 6, 5, 5]"
1471,dill weed,['Houston Village Farm Deli Cafe & Grocery'],"['cornichones', 'sausage with steamed scramble egg', 'surf  turf roll', 'freeze dried chives', 'toast']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/358572-provocateur/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/378993-cafe-standard/menu/']","[10, 6, 5, 4, 2]"
1472,dim sum,['Hop Lee Restaurant'],"['organic salmon', 'dumplings', 'wor wonton', 'pork wonton', 'anchovies with garlic  chili']","['/ny/new-york/478425-monte-carlo/menu/', '/ny/new-york/373668-at-nine/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/353102-maiden-lane/menu/']","[4, 4, 4, 3, 3]"
1473,dirty chips,['Arome Cafe'],"['plain pound cake', 'plain waffle', 'muffins', 'loaf cake', 'banana chocolate chip cookie']","['/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/']","[10, 9, 9, 9, 9]"
1474,dirty rice,['SpaHa Soul'],"['pork chops and dirty rice', 'grilled chicken egg sandwich', 'rice', 'rice', 'rice', 'rice', 'rice', 'rice', 'rice', 'steamed white rice', 'pork liver']","['/ny/new-york/374424-spaha-soul/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/314788-casa-loca/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/337547-pinche-taqueria/menu/', '/ny/new-york/342726-sakamai/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/360673-taqueria-diana/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/334552-ippin/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[10, 6, 3, 3, 3, 3, 3, 3, 3, 2, 2]"
1475,dish liquid,['Houston Village Farm Deli Cafe & Grocery'],"['pancakes tall stack', 'lucky girl spice', 'apple pie', 'apple cake', 'house refresher']","['/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/358572-provocateur/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/356687-ciccio/menu/', '/ny/new-york/361897-nourish-kitchen-and-table/menu/']","[9, 8, 7, 6, 5]"
1476,divine chocolate drizzle,['Provocateur'],"['philadelphia cream cheese  oz', 'cookies  cream mousse', 'aw cream soda pack  oz cans', 'gluten free cookies', 'serious chocolate addiction']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/2796-dessert-delivery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/228156-emack-bolio-s/menu/']","[9, 8, 8, 8, 8]"
1477,divine semisweet oz baking bar,['Yours Wholesome Foods Deli & Grocery'],"['quest bar', 'quest bar', 'quest bar', 'homemade chocolate chip cookies', 'plain pound cake', 'mrs fields', 'junior mints']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[9, 9, 9, 9, 9, 9, 9]"
1478,dole fruits,['Houston Village Farm Deli Cafe & Grocery'],"['ray of sunshine smoothie', 'shredded cheese', 'italian tuna wrap', 'poland spring', 'poland spring', 'poland spring', 'almond smoothie']","['/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[9, 1, 1, 1, 1, 1, 1]"
1479,dole pineapple juice,['Houston Village Farm Deli Cafe & Grocery'],"['dole pineapple juice can', 'almond milk', 'liter zico coconut water', 'oz zico coconut water', 'purple pineapple']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/']","[10, 9, 8, 7, 7]"
1480,dole pineapple juice can,['Yours Wholesome Foods Deli & Grocery'],"['dole pineapple juice can', 'almond milk', 'liter zico coconut water', 'oz zico coconut water', 'purple pineapple']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/']","[10, 9, 8, 7, 7]"
1481,domino sugar,"['Houston Village Farm Deli Cafe & Grocery', 'Yours Wholesome Foods Deli & Grocery']","['domino sugar', 'domino sugar', 'cooked whole turkey', 'honey turkey  honey ham', 'apple pear crumble', 'dr pepper pack oz cans']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[10, 10, 6, 5, 4, 3]"
1482,domino sugar lb,"[""America's Finest Deli""]","['honey turkey  honey ham', 'spiral fries', 'honeyglazed ham', 'hard boiled eggs', 'hawaii roll']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/357738-grill-on-wheels/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/335043-ageha-sushi/menu/']","[3, 2, 1, 1, 1]"
1483,doritos tortilla chips,"['Houston Village Farm Deli Cafe & Grocery', 'Yours Wholesome Foods Deli & Grocery']","['roast beef  melted cheddar', 'sloppy joe mac  cheese', 'cheddar cheese', 'cheddar cheese', 'veggie bacon', 'broccoli  cheddar']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[6, 4, 4, 4, 3, 3]"
1484,double chocolate brownie bites,['The East Wing fka The Havana Room'],"['homemade chocolate chip cookies', 'decadent chocolate', 'walnut brownie', 'cookie shooters', 'chocolate donut']","['/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/2796-dessert-delivery/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/352130-lucky-strike-lanes/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/']","[9, 9, 9, 8, 8]"
1485,double chocolate chip taste cookies,"[""America's Finest Deli""]","['cookie shooters', 'chocolate chip taste cookies', 'chocolate chip pancakes short stack', 'homemade chocolate chip cookies', 'mixed puffs']","['/ny/new-york/352130-lucky-strike-lanes/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/373668-at-nine/menu/']","[10, 10, 10, 10, 10]"
1486,double espresso,"[""CC's Cafe"", 'Cafe Nadery']","['cafe con leche', 'granita', 'italian iced coffee', 'iced cortado', 'espresso breve']","['/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/358920-sasha-s-coffee/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/']","[6, 4, 4, 4, 3]"
1487,double falafel,['#Mazeish'],"['falafel  v', 'can of soda', 'fattoush salad with grilled chicken', 'can soda', 'can soda', 'can soda', 'eggs any style', 'eggs any style', 'eggs any style']","['/ny/new-york/437106-mazeish/menu/', '/ny/new-york/314859-pie-pie-pizza/menu/', '/ny/new-york/2990-byblos/menu/', '/ny/new-york/2990-byblos/menu/', '/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/357760-cafe-nadery/menu/']","[8, 7, 7, 7, 7, 7, 6, 6, 6]"
1488,double sandwich combo,['Goloka (5th St)'],"['date cookie', 'skippy crunchy peanut butter', 'celery  peanut butter side', 'peanut butter', 'peanut butter', 'craquelin']","['/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/356523-fp-patisserie/menu/']","[8, 7, 7, 7, 7, 6]"
1489,doublestrength iced coffee,['12 Corners'],"['pour over coffee', 'doublestrength iced coffee', 'house coffee', 'hot house blend coffee', 'ice']","['/ny/new-york/362955-rex-coffee/menu/', '/ny/new-york/361702-12-corners/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[10, 10, 10, 10, 10]"
1490,dr black cherry soda pack oz cans,['Houston Village Farm Deli Cafe & Grocery'],"['morning glory muffin', 'you are berry nice smoothie', 'medjool date omelette', 'nutty by nature', 'banana  walnuts']","['/ny/new-york/362955-rex-coffee/menu/', '/ny/new-york/361013-salud-soho/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[4, 3, 3, 3, 2]"
1491,dr pepper pack oz cans,['Houston Village Farm Deli Cafe & Grocery'],"['craquelin', 'salt and peppered shredded pork', 'honey turkey  honey ham', 'baked hams', 'domino sugar', 'domino sugar']","['/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[7, 7, 7, 3, 3, 3]"
1492,dr pepper pulled pork slider,['B4'],"['salt and peppered shredded pork', 'crispy fried chicken', 'hawaiian', 'hawaiian slice', 'pork shops']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/386430-tio-luca-cocina-vino-bar/menu/']","[10, 5, 4, 4, 3]"
1493,dragon roll,"['Ajisai Japanese Restaurant\n Ajisai Japanese Restaurant', 'Ageha Sushi']","['banana spring roll', 'green dragon roll', 'black pepper', 'cinnamon oatmeal with fresh fruit', 'strawberry danish']","['/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/334552-ippin/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/361013-salud-soho/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/']","[6, 6, 5, 2, 1]"
1494,dream salad,['Ajisai Japanese Restaurant\n Ajisai Japanese Restaurant'],"['garlic chips', 'swordfish', 'sauteed spinach', 'sauteed spinach', 'arugula mango salad', 'spinach salad', 'spinach salad', 'spinach salad']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/357297-estela/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/318419-la-bella-vita/menu/']","[9, 7, 5, 5, 5, 4, 4, 4]"
